id,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Online boarding,satisfaction
118475,4,4,4,3,4,5,61,49,4,1
4067,4,4,4,2,4,1,0,0,4,0
114866,5,2,4,3,5,1,0,0,2,0
19577,3,3,4,4,3,1,25,11,3,0
91777,4,3,4,1,4,4,10,7,2,0
11016,4,5,5,4,4,1,0,0,3,1
10360,5,5,5,3,5,4,0,0,5,1
11816,5,5,5,5,5,5,0,0,4,1
49034,4,5,4,5,2,5,0,0,5,1
16280,5,4,5,5,4,1,99,93,3,0
74411,3,5,5,5,4,4,0,9,4,1
45541,2,2,2,4,2,2,0,0,2,0
93968,1,3,4,4,4,1,56,34,3,0
32754,4,4,2,5,1,5,4,3,1,0
65089,4,3,5,3,5,1,69,62,0,0
27362,2,3,2,3,1,2,4,0,5,1
118699,1,4,1,3,3,3,0,0,3,0
67754,1,1,1,3,1,3,42,38,3,0
66255,1,2,3,1,3,3,0,13,3,0
10744,4,5,3,1,3,1,0,0,1,0
47960,2,1,4,1,5,2,0,0,4,0
65964,2,3,4,4,3,2,22,0,2,0
118187,2,2,2,1,2,3,1,8,2,0
64383,4,1,2,4,4,4,0,0,1,0
129657,1,2,3,1,3,3,0,0,4,0
23707,1,4,1,3,3,2,0,0,0,0
38765,4,4,4,2,4,5,0,0,5,1
45324,1,4,4,5,1,5,196,187,5,0
33614,4,2,3,2,2,2,0,10,2,0
126350,4,5,3,1,1,2,12,15,2,0
91020,5,1,5,1,1,4,0,0,4,1
127495,4,4,3,4,4,2,0,0,3,0
79236,5,3,5,3,2,5,0,0,3,0
37140,2,2,2,2,2,2,0,0,3,0
110744,5,5,5,5,5,5,19,4,4,1
51779,1,4,3,3,4,4,0,0,3,0
24950,2,2,2,2,3,2,59,26,0,0
66219,3,3,3,3,3,4,4,15,1,0
41730,4,4,4,4,4,5,0,9,4,1
83812,5,5,5,3,5,4,9,9,4,1
112773,3,1,3,2,3,4,37,35,2,0
51888,3,2,3,1,4,4,0,0,4,1
33809,4,5,4,4,4,3,13,0,3,0
31079,2,1,4,2,1,5,29,25,5,1
111611,3,3,5,5,5,3,2,2,3,0
3178,1,4,3,3,3,2,0,0,2,0
29142,1,2,4,4,4,3,0,0,1,0
104403,4,4,4,1,4,3,0,0,4,0
125474,4,5,3,1,4,5,0,0,3,0
46861,5,5,5,2,5,5,19,21,3,1
52774,5,5,5,2,5,2,116,112,4,1
49615,1,4,5,4,2,4,450,470,3,1
99089,3,4,3,2,4,5,0,0,2,0
82037,4,2,4,3,4,4,0,0,4,0
78290,5,3,4,3,4,4,0,0,2,0
9967,3,2,5,3,4,3,0,0,3,0
38067,2,2,2,3,2,4,0,2,3,0
73868,5,5,4,4,4,2,27,10,0,1
123762,5,5,5,3,5,3,70,79,4,1
32263,5,5,4,5,5,5,0,0,1,1
37462,4,2,5,4,4,4,19,30,4,1
38561,4,3,4,2,3,4,0,10,1,0
21855,5,5,5,2,5,3,0,0,1,1
107872,4,3,3,5,4,5,0,15,5,0
114601,4,4,4,3,4,4,0,0,4,1
45225,4,3,3,2,4,2,33,25,2,0
82853,4,4,4,5,4,3,0,0,5,1
88979,4,2,4,2,4,2,0,0,4,0
98935,2,2,2,3,2,3,0,0,2,0
65515,5,5,5,5,5,3,0,0,5,1
122916,2,4,2,4,2,3,0,0,3,0
66484,5,5,5,4,5,5,16,7,4,1
4356,3,3,3,2,3,2,0,9,4,0
66727,3,1,3,3,4,5,4,0,3,0
53673,5,5,1,4,2,1,0,4,3,0
50752,3,4,4,4,4,5,0,0,3,0
75370,4,3,4,3,4,3,0,0,4,1
8853,5,5,5,4,5,4,0,2,4,1
74276,5,5,5,3,5,5,0,0,3,1
112292,4,4,4,3,4,4,116,114,5,1
70252,3,3,3,3,3,1,0,0,4,1
47794,2,2,2,5,2,1,0,0,5,1
24532,4,4,4,5,4,4,38,31,4,1
50205,2,2,4,1,2,4,10,4,4,0
45051,5,5,5,3,5,4,0,0,2,1
19370,1,3,4,3,3,4,0,0,4,0
36538,3,1,2,4,4,2,1,0,2,1
10241,1,3,1,4,1,3,84,69,4,0
122035,1,2,1,3,2,2,66,56,1,0
70764,3,2,5,3,5,5,5,7,2,0
101136,4,4,4,5,4,5,23,14,4,1
78375,3,5,4,4,5,5,0,0,5,1
94767,5,5,5,5,5,5,0,0,4,1
117738,3,3,3,2,3,1,11,6,4,0
37115,3,3,1,3,5,3,33,28,3,1
10689,4,4,4,4,4,3,0,0,4,0
85737,4,4,4,4,4,4,0,0,4,1
49136,5,4,5,1,5,1,31,34,3,1
91201,3,5,5,5,5,5,16,4,3,0
75572,5,4,4,5,5,4,0,0,4,1
31925,4,5,4,5,4,3,3,3,5,1
114649,5,2,4,5,5,4,4,4,4,1
59402,4,4,1,2,1,5,0,0,1,0
54349,3,3,3,3,3,4,9,9,1,1
6971,4,4,4,3,5,2,28,34,5,1
79293,3,4,4,4,5,5,28,41,5,1
17986,5,5,5,5,5,4,0,0,5,1
116859,5,5,5,5,5,4,0,0,5,1
120051,2,2,4,4,4,5,0,0,4,0
2245,4,4,4,4,4,5,0,0,4,1
66843,5,4,1,4,4,5,10,0,5,1
78942,4,3,4,5,5,4,0,0,2,0
57461,5,5,5,4,5,2,11,0,2,0
76296,4,4,4,4,4,4,8,0,5,1
114622,5,5,5,4,5,4,2,0,5,1
27892,5,2,5,3,5,3,1,0,4,0
41750,4,4,4,3,4,4,0,0,4,1
86699,3,3,5,5,5,5,148,128,5,1
17053,3,3,3,4,3,2,50,70,2,0
65552,4,4,5,3,4,4,0,3,4,1
49779,4,2,2,4,2,1,0,1,1,0
84127,4,4,4,3,4,5,11,0,4,1
57933,4,2,5,4,4,5,7,0,4,1
95858,4,4,4,3,4,5,11,4,4,1
115482,4,4,4,5,4,4,0,0,4,1
5538,5,2,5,5,5,5,0,0,2,0
15934,3,1,3,5,2,3,0,0,3,1
108198,3,3,2,2,1,4,4,0,4,1
65851,1,5,3,1,4,4,2,0,5,1
6122,5,5,5,5,5,5,0,0,4,1
43547,3,2,4,4,3,2,52,43,2,1
80964,4,5,5,5,4,5,0,0,5,1
22329,3,4,2,1,2,1,0,6,1,0
9783,3,4,5,3,4,4,0,9,1,0
40209,3,4,3,5,3,4,0,0,5,1
62977,5,3,4,4,4,1,0,0,3,0
19658,4,4,4,3,4,1,41,93,1,1
52125,5,2,5,4,5,2,0,0,3,0
78458,3,3,4,3,5,5,51,65,4,1
58818,3,5,5,4,4,5,0,10,2,0
2905,1,4,1,3,1,4,0,0,5,0
92809,5,5,5,4,5,5,0,0,5,1
75268,3,5,4,5,4,2,21,14,1,0
123613,3,2,4,4,1,4,0,0,4,1
37506,2,3,4,3,4,3,0,0,2,0
17031,2,4,4,2,2,3,0,3,1,0
8979,2,4,4,4,1,3,0,0,5,1
40331,1,3,2,1,1,5,0,0,5,1
103126,4,4,5,3,4,2,39,39,4,0
122259,4,5,2,3,2,4,24,62,1,0
6500,5,5,5,5,5,3,12,0,5,1
113462,5,5,4,4,5,4,42,33,5,1
92894,3,3,3,5,3,4,0,0,4,1
58224,4,2,1,4,4,5,48,59,4,0
41641,5,2,5,3,4,3,0,3,5,0
10168,4,4,4,3,4,5,0,0,4,1
74715,4,2,4,2,4,5,0,0,5,1
34739,1,3,4,1,5,3,0,0,4,0
111045,2,1,4,3,4,3,19,10,2,0
36267,3,3,1,2,3,2,75,63,1,0
116,1,1,3,1,3,3,0,8,2,0
92253,4,4,5,4,5,1,41,18,2,0
101573,4,4,4,3,4,4,1,0,5,1
21376,3,3,5,3,2,2,7,0,3,1
86362,5,5,4,4,4,3,0,0,5,1
78949,5,5,5,3,5,5,0,0,4,1
102910,5,3,5,5,5,2,0,,1,0
13428,1,3,1,1,2,1,171,185,1,0
36158,4,5,4,1,5,5,0,4,5,1
116667,1,3,3,1,2,3,0,0,3,0
127154,1,2,3,1,3,1,0,0,1,0
80579,1,4,3,3,4,2,0,0,1,0
24486,5,5,5,1,5,4,0,0,4,1
21775,2,3,3,5,2,2,0,0,5,1
91429,4,1,3,3,2,3,2,0,4,0
70254,4,2,3,1,4,3,13,25,2,0
123503,5,4,3,1,2,1,0,6,1,0
59867,4,5,4,5,4,4,0,0,4,1
104062,2,2,2,4,3,5,0,0,2,0
21920,3,3,3,4,3,1,4,4,4,0
2282,1,3,4,1,3,1,44,40,2,0
108756,3,3,3,4,3,3,0,0,5,1
7550,4,4,4,3,4,5,0,0,5,1
55618,1,2,5,5,1,4,2,0,4,0
91502,3,3,5,5,5,3,0,0,3,0
13356,1,2,4,2,1,2,221,215,2,0
38476,5,3,5,5,4,5,0,5,3,0
19001,5,3,5,4,5,4,250,281,4,1
69407,3,2,4,5,5,5,0,0,2,1
107307,5,4,5,4,5,3,0,0,5,0
22105,4,5,2,5,5,4,3,3,4,1
55510,4,2,5,4,4,1,79,63,5,1
22427,3,3,5,5,4,4,0,0,5,1
24732,5,5,5,5,5,5,0,0,5,1
129838,3,3,3,4,3,4,32,24,5,0
2281,4,4,4,3,4,5,0,0,4,1
53259,3,4,4,4,4,4,4,26,4,0
17316,4,5,4,3,5,4,0,0,2,1
96630,1,2,2,3,1,3,0,4,3,0
23903,4,2,4,3,4,2,0,0,3,0
54831,3,2,4,3,4,4,0,5,5,1
31499,5,4,2,2,2,5,2,0,5,1
124670,4,4,4,5,4,5,0,3,4,1
42734,1,4,3,3,4,4,0,7,1,0
75530,4,3,3,4,4,5,0,0,5,1
34538,5,2,5,3,5,1,5,22,1,0
105354,1,5,1,1,2,2,6,3,1,0
8579,4,4,3,4,3,4,179,166,4,0
14236,3,3,3,3,3,1,0,0,3,0
60177,3,3,4,4,4,2,0,34,2,0
68216,4,4,4,5,4,4,11,10,5,1
111113,5,5,4,4,5,4,0,38,4,1
21607,4,4,4,2,4,4,20,0,3,1
82438,5,2,4,4,5,5,0,0,4,0
81848,5,1,1,1,5,1,0,0,4,0
74134,3,3,3,3,3,1,0,0,4,0
79438,5,5,5,4,5,5,0,0,4,1
28976,1,1,2,5,2,4,0,0,3,0
52564,4,3,3,4,1,4,0,0,2,0
17758,1,5,4,2,1,1,0,0,3,0
83865,3,1,4,1,3,5,0,4,2,0
112715,4,5,5,4,4,4,4,2,5,1
102469,4,2,3,4,4,2,5,0,1,0
93784,2,2,2,3,2,5,15,0,4,1
52744,3,3,3,4,3,1,2,0,3,1
46943,4,1,3,3,3,2,1,0,4,0
111512,2,1,3,3,3,1,40,39,3,0
60957,4,2,4,3,4,5,0,0,4,1
24589,1,5,4,3,2,2,0,0,2,0
123982,3,4,5,4,5,4,0,0,1,0
80493,3,4,3,3,3,3,0,0,4,1
10374,3,2,4,4,5,1,0,20,3,0
2360,4,3,3,3,4,1,0,12,1,0
43046,1,5,2,5,4,3,0,,1,0
18240,2,2,2,4,2,4,4,27,3,0
46421,3,3,3,3,3,4,5,26,4,1
43621,3,4,4,5,4,4,0,0,4,0
49764,3,4,3,5,3,1,0,0,5,1
87973,5,5,5,4,5,4,0,0,5,1
51331,3,4,4,1,4,4,47,38,4,0
93997,4,4,4,5,4,3,19,10,4,1
8394,2,4,3,3,3,3,0,0,3,0
77308,4,3,5,3,5,5,0,0,4,1
110464,5,4,3,5,4,2,18,5,4,0
33398,5,5,5,5,5,3,0,0,5,1
70832,2,4,4,3,3,2,61,44,2,0
48917,4,5,5,4,4,4,0,0,4,1
104550,3,4,3,3,4,4,22,14,3,0
95571,4,5,5,4,5,1,0,0,2,0
70776,4,4,4,4,5,2,21,12,2,0
114697,5,5,5,5,5,3,52,49,4,1
93494,3,3,3,3,3,5,29,9,1,0
39026,4,1,4,3,3,4,0,43,3,0
14143,3,1,3,3,2,2,0,0,1,0
106841,5,1,4,5,5,2,19,18,0,1
38616,4,4,4,5,5,1,0,0,3,0
83082,3,3,3,2,3,4,0,0,2,0
123010,4,4,4,5,4,3,0,0,5,1
121895,1,2,4,1,3,2,0,0,1,0
116604,5,5,5,5,5,5,25,26,5,1
40445,4,4,4,1,4,2,0,0,3,0
124284,2,2,2,5,2,4,0,0,5,1
63326,4,2,4,1,4,3,0,0,3,0
13419,5,4,3,2,3,4,0,0,4,1
32910,2,4,3,4,3,2,0,0,3,0
46292,5,3,1,3,2,3,5,4,3,0
117047,4,3,4,5,4,2,0,0,4,0
78073,1,1,3,1,4,4,0,3,4,0
77279,2,2,2,1,2,2,0,0,2,0
2498,2,2,2,1,2,3,0,0,1,0
7743,4,3,3,3,4,4,28,34,4,0
38292,3,2,4,4,4,3,0,0,3,0
45299,5,3,2,4,3,4,0,2,4,1
56730,1,4,1,3,1,3,2,9,4,0
65947,2,4,2,4,2,3,7,0,4,1
86997,5,3,4,4,4,3,67,58,3,0
74911,4,4,4,5,4,3,7,0,5,1
94308,4,4,4,5,4,5,0,0,5,1
57764,3,4,5,3,5,3,287,272,3,1
34067,1,4,4,5,5,5,16,0,3,0
70107,5,5,5,4,5,3,50,47,4,1
51706,3,1,3,3,4,4,33,26,4,0
70941,3,2,3,4,3,4,64,67,2,0
594,5,5,4,4,5,3,0,0,4,1
89909,5,4,4,5,4,1,2,0,0,1
35961,2,2,2,2,2,3,0,0,3,0
90616,1,1,1,2,1,1,0,16,3,0
126802,4,4,5,3,5,1,0,1,5,1
80857,3,4,5,3,5,5,14,12,2,0
120266,3,2,5,3,4,5,21,42,5,1
87404,4,3,4,3,1,3,1,0,3,0
59235,1,4,3,1,3,1,32,28,3,0
83177,3,4,4,4,5,3,13,2,1,0
121209,5,5,5,3,5,4,0,0,4,1
75825,2,2,2,3,2,3,50,38,4,1
108893,4,4,4,4,4,4,0,11,5,1
99402,5,5,5,4,5,4,10,26,5,1
85806,3,5,2,3,2,2,0,0,4,0
73582,5,5,4,4,5,3,19,16,5,1
118465,5,5,5,5,5,5,74,77,5,1
109345,4,4,4,4,4,3,0,0,3,1
76429,2,2,2,4,2,3,76,71,3,0
115113,5,5,5,4,5,4,1,2,5,1
104141,1,3,3,2,2,3,5,0,2,0
129223,4,5,4,4,4,4,1,0,5,1
34032,3,2,3,3,1,4,6,0,4,1
14166,1,3,5,2,5,5,44,48,4,0
50118,2,2,1,1,2,2,103,101,1,0
105353,2,2,3,2,3,1,0,0,3,0
24597,4,4,4,1,4,2,0,0,1,1
6146,5,4,5,3,5,4,59,70,4,1
87549,5,5,4,4,4,5,0,0,5,1
37440,4,4,4,3,4,4,0,10,5,1
45666,2,2,3,5,2,5,4,0,1,0
42075,1,3,5,2,5,1,0,0,3,0
80298,2,2,2,2,2,1,21,0,3,0
98833,1,2,3,2,4,1,57,35,2,0
53010,1,4,3,1,4,4,1,0,4,0
96762,3,2,4,4,4,2,6,5,0,1
18188,2,2,2,3,1,3,5,0,3,1
16718,4,3,4,4,4,5,11,0,2,0
105586,4,4,4,5,4,1,7,2,4,0
10278,4,5,5,3,4,1,84,90,5,1
31355,2,2,4,4,2,4,0,39,4,1
54313,4,4,4,4,4,1,0,0,5,1
95877,2,4,4,3,1,3,167,184,2,0
68303,4,4,4,1,3,1,0,0,2,0
67851,1,4,4,2,4,3,21,23,2,0
116894,5,4,5,4,5,5,26,18,4,1
4611,3,2,5,4,4,5,9,16,4,1
91021,5,4,5,4,4,2,0,0,3,0
7683,5,5,4,3,4,4,0,0,4,1
54062,5,5,5,1,5,3,1,0,2,1
60159,4,5,4,4,4,2,0,0,4,1
111583,5,5,5,4,4,5,15,24,3,0
108840,4,5,4,5,4,4,60,78,5,1
125267,2,2,2,1,2,5,0,19,1,0
75086,5,5,4,4,4,5,44,31,5,1
100368,4,3,4,4,3,5,0,10,4,0
17807,1,4,4,3,3,4,23,32,4,0
6641,5,4,5,4,5,5,0,0,5,1
16116,3,3,3,3,3,3,20,16,4,0
39966,1,2,1,1,1,5,0,0,2,0
13394,4,3,1,5,3,5,0,0,2,0
104783,4,4,4,4,4,4,10,23,4,1
13346,4,5,1,4,5,4,0,0,4,1
119452,1,1,4,3,4,2,0,22,4,0
2582,1,3,4,3,3,2,13,36,2,0
75279,5,5,5,4,5,1,67,44,2,0
18078,3,1,3,3,3,2,32,21,2,0
104089,4,4,4,5,4,5,0,0,4,1
69611,5,3,4,5,3,5,0,28,2,0
94691,3,3,2,4,3,1,15,7,3,0
37353,5,5,5,5,5,4,57,66,1,1
16179,2,3,4,5,2,1,0,0,5,1
77170,5,3,5,5,5,4,0,0,5,0
65782,4,2,4,3,4,5,6,0,5,1
59654,4,3,5,3,4,1,1,0,3,0
28161,4,3,5,3,3,2,0,0,1,0
116273,5,5,5,3,4,2,28,24,1,0
85636,4,5,4,2,4,4,7,5,3,0
73266,3,3,4,4,5,5,31,27,0,1
18500,4,4,5,5,4,5,0,0,4,1
122812,2,1,3,1,2,1,0,0,1,0
125251,3,5,5,3,1,2,0,0,4,0
88046,3,2,4,3,5,2,8,1,2,0
66719,1,3,3,3,4,4,0,0,4,0
94619,3,3,3,4,3,3,1,10,4,1
68357,4,4,4,4,4,4,75,86,4,1
104046,4,5,4,3,4,2,5,0,2,0
40097,5,5,5,4,5,1,3,0,3,1
45642,4,3,2,3,3,5,0,0,4,0
25565,5,3,2,5,4,4,9,16,4,1
84452,2,2,2,4,2,5,3,0,5,1
101951,3,5,3,1,3,3,0,0,3,0
31857,3,3,5,5,4,2,0,0,2,0
19443,5,2,4,5,1,5,7,0,5,1
126535,3,4,4,5,4,2,0,4,2,1
118673,4,4,4,4,4,3,0,0,4,0
50883,3,2,4,5,4,1,0,0,2,0
5547,4,3,5,4,4,1,0,0,2,0
35760,3,5,3,5,3,3,0,0,3,0
73634,5,5,5,3,5,3,6,13,4,1
112649,4,5,4,3,5,1,0,11,4,0
98639,1,3,3,1,4,3,15,4,3,0
17403,2,1,2,5,2,1,0,0,3,0
18119,4,2,2,3,2,4,0,0,5,1
126748,1,1,1,1,1,2,18,0,2,0
64562,4,2,5,4,5,1,0,0,4,1
99671,4,4,5,4,5,3,2,0,2,0
118743,5,3,5,4,5,1,21,12,4,0
129106,2,2,2,1,1,3,15,6,1,0
34577,2,5,2,3,4,1,0,0,1,0
72546,1,4,2,4,1,1,64,57,3,0
32237,2,2,2,3,2,2,0,0,4,1
13785,3,1,3,4,4,5,12,0,5,1
80571,5,5,5,5,5,4,1,0,3,1
75955,3,3,5,4,4,2,41,31,5,1
30477,5,4,3,3,2,3,37,31,2,1
94508,5,5,5,3,5,5,0,10,4,1
36262,2,5,3,4,4,3,0,0,3,0
88121,4,4,4,3,4,3,2,0,5,1
51861,2,2,3,2,5,4,0,0,5,1
72938,4,4,4,3,4,3,3,0,4,1
72163,5,5,5,5,5,5,0,0,4,1
60941,5,4,4,5,5,4,0,8,3,0
59135,3,3,4,4,4,5,4,0,2,0
39897,1,1,3,2,3,1,23,29,2,0
109198,1,1,1,2,1,4,69,59,4,0
83214,4,4,4,3,4,3,0,0,4,1
43295,4,4,4,3,4,2,0,0,5,1
55193,5,4,5,3,5,5,0,0,4,0
97093,5,5,5,4,5,5,0,0,5,1
117353,4,2,5,3,5,4,0,5,3,0
116287,5,3,5,3,3,3,11,14,2,0
33887,2,1,5,3,5,3,8,6,4,1
9379,3,3,3,4,3,5,1,0,5,0
117533,5,3,5,5,4,5,24,18,5,1
72841,2,2,4,2,2,5,39,31,5,0
96255,1,4,2,4,2,2,30,21,2,0
46834,4,2,4,1,2,2,0,0,3,0
94781,2,5,2,4,2,5,24,17,3,0
120767,4,5,4,3,4,1,0,0,2,0
95276,4,3,5,3,5,5,0,0,4,0
66905,3,2,3,3,3,4,0,0,5,0
32442,4,4,2,3,2,4,2,7,4,1
72858,5,5,5,4,4,1,0,0,4,1
80544,4,4,4,5,4,3,7,0,3,1
43954,2,1,1,1,4,4,10,38,0,1
65268,2,5,3,2,4,3,2,0,3,0
63464,5,5,5,4,5,3,0,0,4,1
97081,4,5,3,3,5,5,17,27,5,1
16406,4,2,5,5,5,3,0,0,4,0
98791,4,1,1,5,3,2,0,0,5,1
29290,1,2,3,4,4,5,0,1,5,1
83536,2,2,4,3,3,5,0,6,4,0
40316,4,2,5,4,5,4,0,,3,0
38654,3,4,3,2,3,1,0,0,4,1
25080,2,3,3,1,4,3,24,42,3,0
64735,4,4,4,3,4,5,0,0,4,1
72165,5,4,2,4,1,4,0,3,4,1
84338,5,5,5,5,5,4,53,54,4,1
57167,2,2,2,4,2,4,21,0,5,1
12678,4,4,3,4,2,1,6,0,1,0
35746,1,1,1,4,1,3,0,0,3,0
49424,3,2,4,2,3,1,0,0,1,0
102865,4,4,4,5,4,5,19,26,4,1
43748,4,4,4,5,4,1,0,0,2,1
41369,4,3,1,1,1,5,0,0,5,1
65825,5,5,5,4,5,4,0,0,4,1
27841,1,1,3,4,4,4,0,0,3,0
30103,2,4,3,4,3,2,0,0,3,0
46604,5,5,4,2,5,4,0,0,4,1
26945,3,1,3,2,5,5,15,0,5,1
32931,5,3,5,3,4,5,0,17,2,0
70066,3,3,3,1,3,1,32,27,2,0
66986,3,5,5,4,5,4,0,0,4,1
102457,4,2,5,3,5,5,0,2,2,0
124872,4,4,4,3,4,3,0,0,5,1
109850,4,2,4,5,5,2,52,32,2,0
52096,1,4,1,4,1,4,0,0,5,0
725,5,4,4,3,5,3,0,0,0,0
27332,4,4,4,4,4,5,0,0,2,1
122897,5,5,5,4,5,3,61,53,4,1
113979,3,5,3,2,4,3,9,33,3,0
61642,4,4,4,5,4,5,9,0,5,1
16129,1,5,3,3,4,4,5,11,0,0
76495,4,2,4,5,4,2,23,23,2,0
44247,5,5,4,4,5,3,0,3,2,1
22884,1,3,1,3,1,4,0,4,5,0
96946,5,5,5,5,5,3,33,26,4,1
22390,3,5,3,3,3,5,0,5,2,0
4347,3,4,3,5,3,5,0,0,4,1
84371,3,3,4,2,3,2,132,108,2,0
78336,4,4,4,4,4,5,0,0,5,1
126981,3,4,3,4,3,3,0,0,5,1
67611,5,3,4,5,5,1,0,0,5,1
64727,4,4,4,3,4,5,0,0,5,1
98138,5,5,5,5,5,3,10,0,4,1
7299,3,4,5,4,5,3,0,0,4,1
68058,4,5,5,3,4,1,23,21,2,0
108480,4,4,4,4,4,5,33,21,5,1
127949,5,3,5,3,5,2,55,54,3,0
49426,2,2,4,5,4,4,0,0,5,1
34886,4,4,4,4,4,5,0,0,4,1
69527,1,4,4,2,4,2,0,0,2,0
120996,3,4,3,3,3,2,0,0,4,1
99025,5,3,5,5,4,4,0,0,4,1
11704,3,5,3,3,3,2,42,34,2,0
89570,5,5,5,3,5,4,72,49,5,1
120875,4,4,4,3,4,5,86,65,5,1
119331,1,5,3,1,4,1,0,0,0,0
23535,3,2,3,3,3,4,0,8,3,0
36934,3,5,4,5,4,5,0,0,5,1
97180,2,2,4,3,4,3,0,0,1,0
25175,4,3,4,4,4,4,2,7,4,1
34704,3,3,3,2,3,2,0,0,1,1
29333,4,4,4,4,4,4,42,37,5,0
116866,3,4,5,5,5,4,19,13,4,1
25069,2,1,4,2,2,2,10,6,4,0
115227,5,5,5,4,5,4,0,0,4,1
5655,3,3,5,5,5,2,0,0,5,1
62966,5,5,5,5,5,5,14,15,5,1
7615,5,2,2,4,5,1,0,0,5,0
125399,2,3,5,1,2,1,107,96,4,0
32511,1,1,1,1,1,5,0,0,3,1
39328,3,3,4,1,4,3,0,0,3,0
67963,4,4,4,5,4,5,8,26,4,1
79348,4,2,3,4,4,3,0,0,4,1
68893,2,3,3,1,4,3,8,0,3,0
71780,4,4,4,5,4,5,23,18,3,1
54442,3,3,5,5,5,5,14,7,3,0
41775,2,3,4,1,3,3,50,56,3,0
37534,1,1,3,4,3,5,0,0,2,0
93606,4,4,4,3,4,4,2,0,4,1
24960,4,1,5,4,1,4,0,0,4,1
122817,1,1,1,2,1,3,4,0,4,0
97124,3,1,3,1,3,2,13,13,2,0
5058,3,2,3,3,3,2,0,0,4,0
66402,5,5,5,4,5,4,7,49,5,1
108759,5,5,5,5,5,3,3,0,5,1
92187,4,2,2,1,3,4,55,28,3,0
42206,3,2,5,1,1,3,0,0,3,1
38705,4,3,2,3,3,3,23,9,3,0
69221,2,2,2,4,2,3,0,0,4,1
71824,2,4,3,2,2,3,1,15,3,0
12166,4,1,3,3,3,1,32,9,1,0
75577,1,1,1,1,1,2,20,10,3,0
43813,5,5,4,5,5,4,0,4,5,1
72631,2,1,4,1,3,2,0,2,4,0
18534,1,1,1,3,1,4,65,66,4,0
47528,4,3,5,4,4,2,0,0,2,0
128515,2,4,1,1,1,4,0,0,0,0
86948,3,2,4,4,5,4,0,0,4,1
14555,3,2,5,3,4,5,0,0,1,0
125469,1,1,4,1,1,5,0,0,2,0
33225,3,4,3,2,4,3,0,16,3,0
66643,3,4,3,5,3,4,4,4,5,1
2467,1,4,3,2,3,2,0,21,2,0
31466,5,2,3,3,5,2,0,13,2,0
108876,4,2,2,1,4,2,12,23,2,0
49051,1,1,1,1,2,3,0,11,4,1
35401,4,4,4,5,4,1,10,20,1,1
7438,4,3,4,5,4,4,26,70,4,0
89828,3,3,3,3,3,5,0,0,5,0
6084,5,5,5,3,5,5,0,0,4,0
126392,4,5,4,4,4,2,0,0,1,0
52864,5,5,5,1,5,2,1,5,4,1
91131,1,3,3,1,3,4,2,15,4,0
62500,3,2,2,2,4,3,8,9,3,0
63139,1,5,1,4,1,4,0,0,5,1
52842,4,4,3,4,4,4,11,0,2,0
6014,1,4,3,1,3,1,0,17,1,0
92558,5,2,3,3,4,5,4,0,3,0
19968,1,1,1,4,1,4,1,0,4,0
122440,5,4,5,4,5,5,0,0,5,0
16548,4,5,5,5,5,5,24,17,3,0
55935,4,4,4,5,4,4,0,0,5,1
67247,3,5,5,3,4,5,0,0,4,0
39710,2,4,4,1,1,3,1,11,2,0
28222,3,3,5,4,4,4,0,0,1,0
66868,5,5,5,5,5,5,0,0,4,1
102816,2,5,2,4,2,3,0,5,3,0
71580,3,4,5,3,4,4,0,0,4,1
52150,4,4,4,4,4,5,0,0,5,1
22622,4,0,4,5,4,4,0,0,4,0
67766,1,2,1,5,1,4,0,0,5,1
110383,2,2,2,4,2,3,12,4,5,1
103619,5,5,5,3,5,3,1,0,5,1
69043,2,2,2,3,2,4,0,0,4,1
37014,1,4,1,3,1,1,15,16,4,0
108632,3,2,3,4,3,4,0,0,2,1
105205,4,4,4,5,4,5,7,7,4,1
50445,5,4,1,1,1,3,18,33,0,1
120246,4,3,4,3,4,5,0,0,4,0
63017,3,3,3,4,3,2,0,0,4,0
6587,4,4,5,3,2,1,0,0,5,1
29183,3,3,2,5,3,5,0,0,5,1
85705,4,4,5,5,5,4,2,6,2,0
60649,2,4,2,1,4,4,43,31,4,0
84498,2,1,1,5,1,5,0,0,5,1
102711,4,5,4,2,4,2,44,29,2,1
82376,3,1,2,4,3,1,5,12,2,0
78739,4,4,4,5,4,4,6,0,5,1
73093,4,4,4,3,4,4,0,0,5,1
104599,4,3,5,5,5,3,0,0,3,0
93437,5,5,5,4,5,5,86,92,3,1
668,1,1,1,4,1,4,0,0,4,1
52381,3,2,3,5,3,4,5,2,4,0
84893,5,4,5,4,4,3,23,20,4,1
33214,2,2,2,2,2,3,0,0,4,1
63463,3,3,4,4,5,1,0,0,2,0
46656,2,3,4,1,3,3,0,2,3,0
76437,1,4,1,1,1,4,0,0,2,0
70396,2,2,2,2,2,2,4,11,4,0
44622,5,5,4,5,5,3,23,14,4,1
79850,4,5,4,4,4,4,0,0,4,1
29302,2,4,4,4,3,3,1,0,5,0
847,5,5,4,3,5,4,0,0,5,1
28530,2,5,3,3,4,2,0,0,1,0
3540,5,3,4,5,4,1,34,40,2,0
107033,4,4,4,4,4,4,29,45,5,1
127081,3,2,3,3,4,4,3,3,3,0
114165,5,3,4,4,5,2,23,13,4,1
40603,4,3,4,5,4,1,0,0,1,0
