,x0,x1,x2,x3,x4,x5,x6
646,647,1,0,0,7.8958,0.0,0.0
647,648,1,0,0,35.5,,1.0
648,649,1,0,0,7.55,0.0,0.0
649,650,0,0,0,7.55,0.0,0.0
650,651,1,0,0,7.8958,0.0,0.0
651,652,0,0,1,23.0,0.0,0.0
652,653,1,0,0,8.4333,0.0,0.0
653,654,0,0,0,7.8292,0.0,
654,655,0,0,0,6.75,0.0,
655,656,1,2,0,73.5,0.0,0.0
656,657,1,0,0,7.8958,0.0,0.0
657,658,0,1,1,15.5,0.0,
658,659,1,0,0,13.0,0.0,0.0
659,660,1,0,2,113.275,,1.0
660,661,1,2,0,133.65,0.0,0.0
661,662,1,0,0,7.225,0.0,1.0
662,663,1,0,0,25.5875,,0.0
663,664,1,0,0,7.4958,0.0,0.0
664,665,1,1,0,7.925,0.0,0.0
665,666,1,2,0,73.5,0.0,0.0
666,667,1,0,0,13.0,0.0,0.0
667,668,1,0,0,7.775,0.0,0.0
668,669,1,0,0,8.05,0.0,0.0
669,670,0,1,0,52.0,1.0,0.0
670,671,0,1,1,39.0,0.0,0.0
671,672,1,1,0,52.0,,0.0
672,673,1,0,0,10.5,0.0,0.0
673,674,1,0,0,13.0,0.0,0.0
674,675,1,0,0,0.0,0.0,0.0
675,676,1,0,0,7.775,0.0,0.0
676,677,1,0,0,8.05,0.0,0.0
677,678,0,0,0,9.8417,0.0,0.0
678,679,0,1,6,46.9,0.0,0.0
679,680,1,0,1,512.3292,,1.0
680,681,0,0,0,8.1375,0.0,
681,682,1,0,0,76.7292,,1.0
682,683,1,0,0,9.225,0.0,0.0
683,684,1,5,2,46.9,0.0,0.0
684,685,1,1,1,39.0,0.0,0.0
685,686,1,1,2,41.5792,0.0,1.0
686,687,1,4,1,39.6875,0.0,0.0
687,688,1,0,0,10.1708,0.0,0.0
688,689,1,0,0,7.7958,0.0,0.0
689,690,0,0,1,211.3375,,0.0
690,691,1,1,0,57.0,,0.0
691,692,0,0,1,13.4167,0.0,1.0
692,693,1,0,0,56.4958,0.0,0.0
693,694,1,0,0,7.225,0.0,1.0
694,695,1,0,0,26.55,0.0,0.0
695,696,1,0,0,13.5,0.0,0.0
696,697,1,0,0,8.05,0.0,0.0
697,698,0,0,0,7.7333,0.0,
698,699,1,1,1,110.8833,1.0,1.0
699,700,1,0,0,7.65,,0.0
700,701,0,1,0,227.525,1.0,1.0
701,702,1,0,0,26.2875,,0.0
702,703,0,0,1,14.4542,0.0,1.0
703,704,1,0,0,7.7417,0.0,
704,705,1,1,0,7.8542,0.0,0.0
705,706,1,0,0,26.0,0.0,0.0
706,707,0,0,0,13.5,0.0,0.0
707,708,1,0,0,26.2875,,0.0
708,709,0,0,0,151.55,0.0,0.0
709,710,1,1,1,15.2458,0.0,1.0
710,711,0,0,0,49.5042,1.0,1.0
711,712,1,0,0,26.55,1.0,0.0
712,713,1,1,0,52.0,1.0,0.0
713,714,1,0,0,9.4833,0.0,0.0
714,715,1,0,0,13.0,0.0,0.0
715,716,1,0,0,7.65,,0.0
716,717,0,0,0,227.525,1.0,1.0
717,718,0,0,0,10.5,,0.0
718,719,1,0,0,15.5,0.0,
719,720,1,0,0,7.775,0.0,0.0
720,721,0,0,1,33.0,0.0,0.0
721,722,1,1,0,7.0542,0.0,0.0
722,723,1,0,0,13.0,0.0,0.0
723,724,1,0,0,13.0,0.0,0.0
724,725,1,1,0,53.1,,0.0
725,726,1,0,0,8.6625,0.0,0.0
726,727,0,3,0,21.0,0.0,0.0
727,728,0,0,0,7.7375,0.0,
728,729,1,1,0,26.0,0.0,0.0
729,730,0,1,0,7.925,0.0,0.0
730,731,0,0,0,211.3375,,0.0
731,732,1,0,0,18.7875,0.0,1.0
732,733,1,0,0,0.0,0.0,0.0
733,734,1,0,0,13.0,0.0,0.0
734,735,1,0,0,13.0,0.0,0.0
735,736,1,0,0,16.1,0.0,0.0
736,737,0,1,3,34.375,0.0,0.0
737,738,1,0,0,512.3292,,1.0
738,739,1,0,0,7.8958,0.0,0.0
739,740,1,0,0,7.8958,0.0,0.0
740,741,1,0,0,30.0,,0.0
741,742,1,1,0,78.85,1.0,0.0
742,743,0,2,2,262.375,,1.0
743,744,1,1,0,16.1,0.0,0.0
744,745,1,0,0,7.925,0.0,0.0
745,746,1,1,1,71.0,,0.0
746,747,1,1,1,20.25,0.0,0.0
747,748,0,0,0,13.0,0.0,0.0
748,749,1,1,0,53.1,,0.0
749,750,1,0,0,7.75,0.0,
750,751,0,1,1,23.0,0.0,0.0
751,752,1,0,1,12.475,,0.0
752,753,1,0,0,9.5,0.0,0.0
753,754,1,0,0,7.8958,0.0,0.0
754,755,0,1,2,65.0,0.0,0.0
755,756,1,1,1,14.5,0.0,0.0
756,757,1,0,0,7.7958,0.0,0.0
757,758,1,0,0,11.5,0.0,0.0
758,759,1,0,0,8.05,0.0,0.0
759,760,0,0,0,86.5,,0.0
760,761,1,0,0,14.5,0.0,0.0
761,762,1,0,0,7.125,0.0,0.0
762,763,1,0,0,7.2292,0.0,1.0
763,764,0,1,2,120.0,,0.0
764,765,1,0,0,7.775,0.0,0.0
765,766,0,1,0,77.9583,,0.0
766,767,1,0,0,39.6,0.0,1.0
767,768,0,0,0,7.75,0.0,
768,769,1,1,0,24.15,0.0,
769,770,1,0,0,8.3625,0.0,0.0
770,771,1,0,0,9.5,0.0,0.0
771,772,1,0,0,7.8542,0.0,0.0
772,773,0,0,0,10.5,,0.0
773,774,1,0,0,7.225,0.0,1.0
774,775,0,1,3,23.0,0.0,0.0
775,776,1,0,0,7.75,0.0,0.0
776,777,1,0,0,7.75,,
777,778,0,0,0,12.475,0.0,0.0
778,779,1,0,0,7.7375,0.0,
779,780,0,0,1,211.3375,,0.0
780,781,0,0,0,7.2292,0.0,1.0
781,782,0,1,0,57.0,,0.0
782,783,1,0,0,30.0,,0.0
783,784,1,1,2,23.45,0.0,0.0
784,785,1,0,0,7.05,0.0,0.0
785,786,1,0,0,7.25,0.0,0.0
786,787,0,0,0,7.4958,0.0,0.0
787,788,1,4,1,29.125,0.0,
788,789,1,1,2,20.575,0.0,0.0
789,790,1,0,0,79.2,,1.0
790,791,1,0,0,7.75,0.0,
791,792,1,0,0,26.0,0.0,0.0
792,793,0,8,2,69.55,0.0,0.0
793,794,1,0,0,30.6958,0.0,1.0
794,795,1,0,0,7.8958,0.0,0.0
795,796,1,0,0,13.0,0.0,0.0
796,797,0,0,0,25.9292,,0.0
797,798,0,0,0,8.6833,0.0,0.0
798,799,1,0,0,7.2292,0.0,1.0
799,800,0,1,1,24.15,0.0,0.0
800,801,1,0,0,13.0,0.0,0.0
801,802,0,1,1,26.25,0.0,0.0
802,803,1,1,2,120.0,,0.0
803,804,1,0,1,8.5167,0.0,1.0
804,805,1,0,0,6.975,0.0,0.0
805,806,1,0,0,7.775,0.0,0.0
806,807,1,0,0,0.0,,0.0
807,808,0,0,0,7.775,0.0,0.0
808,809,1,0,0,13.0,0.0,0.0
809,810,0,1,0,53.1,,0.0
810,811,1,0,0,7.8875,0.0,0.0
811,812,1,0,0,24.15,0.0,0.0
812,813,1,0,0,10.5,0.0,0.0
813,814,0,4,2,31.275,0.0,0.0
814,815,1,0,0,8.05,0.0,0.0
815,816,1,0,0,0.0,,0.0
816,817,0,0,0,7.925,0.0,0.0
817,818,1,1,1,37.0042,0.0,1.0
818,819,1,0,0,6.45,0.0,0.0
819,820,1,3,2,27.9,0.0,0.0
820,821,0,1,1,93.5,,0.0
821,822,1,0,0,8.6625,0.0,0.0
822,823,1,0,0,0.0,0.0,0.0
823,824,0,0,1,12.475,,0.0
824,825,1,4,1,39.6875,0.0,0.0
825,826,1,0,0,6.95,0.0,
826,827,1,0,0,56.4958,0.0,0.0
827,828,1,0,2,37.0042,0.0,1.0
828,829,1,0,0,7.75,0.0,
829,830,0,0,0,80.0,,0.0
830,831,0,1,0,14.4542,0.0,1.0
831,832,1,1,1,18.75,0.0,0.0
832,833,1,0,0,7.2292,0.0,1.0
833,834,1,0,0,7.8542,0.0,0.0
834,835,1,0,0,8.3,0.0,0.0
835,836,0,1,1,83.1583,,1.0
836,837,1,0,0,8.6625,0.0,0.0
837,838,1,0,0,8.05,0.0,0.0
838,839,1,0,0,56.4958,0.0,0.0
839,840,1,0,0,29.7,1.0,1.0
840,841,1,0,0,7.925,0.0,0.0
841,842,1,0,0,10.5,0.0,0.0
842,843,0,0,0,31.0,0.0,1.0
843,844,1,0,0,6.4375,0.0,1.0
844,845,1,0,0,8.6625,0.0,0.0
845,846,1,0,0,7.55,0.0,0.0
846,847,1,8,2,69.55,0.0,0.0
847,848,1,0,0,7.8958,0.0,1.0
848,849,1,0,1,33.0,0.0,0.0
849,850,0,1,0,89.1042,1.0,1.0
850,851,1,4,2,31.275,0.0,0.0
851,852,1,0,0,7.775,0.0,0.0
852,853,0,1,1,15.2458,0.0,1.0
853,854,0,0,1,39.4,,0.0
854,855,0,1,0,26.0,0.0,0.0
855,856,0,0,1,9.35,0.0,0.0
856,857,0,1,1,164.8667,0.0,0.0
857,858,1,0,0,26.55,,0.0
858,859,0,0,3,19.2583,0.0,1.0
859,860,1,0,0,7.2292,0.0,1.0
860,861,1,2,0,14.1083,0.0,0.0
861,862,1,1,0,11.5,0.0,0.0
862,863,0,0,0,25.9292,,0.0
863,864,0,8,2,69.55,0.0,0.0
864,865,1,0,0,13.0,0.0,0.0
865,866,0,0,0,13.0,0.0,0.0
866,867,0,1,0,13.8583,0.0,1.0
867,868,1,0,0,50.4958,,0.0
868,869,1,0,0,9.5,0.0,0.0
869,870,1,1,1,11.1333,0.0,0.0
870,871,1,0,0,7.8958,0.0,0.0
871,872,0,1,1,52.5542,,0.0
872,873,1,0,0,5.0,,0.0
873,874,1,0,0,9.0,0.0,0.0
874,875,0,1,0,24.0,0.0,1.0
875,876,0,0,0,7.225,0.0,1.0
876,877,1,0,0,9.8458,0.0,0.0
877,878,1,0,0,7.8958,0.0,0.0
878,879,1,0,0,7.8958,0.0,0.0
879,880,0,0,1,83.1583,1.0,1.0
880,881,0,0,1,26.0,0.0,0.0
881,882,1,0,0,7.8958,0.0,0.0
882,883,0,0,0,10.5167,0.0,0.0
883,884,1,0,0,10.5,0.0,0.0
884,885,1,0,0,7.05,0.0,0.0
885,886,0,0,5,29.125,0.0,
886,887,1,0,0,13.0,0.0,0.0
887,888,0,0,0,30.0,,0.0
888,889,0,1,2,23.45,0.0,0.0
889,890,1,0,0,30.0,1.0,1.0
890,891,1,0,0,7.75,0.0,
